number,link,date,name,first_review,second_review,rating,n_reviews,type,price_range,price
2638,https://www.tripadvisor.com/Restaurants-g60713-oa2580-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2582. Cafe Reveille,“Trendy place.”,“Trendy place.”,35,10,Cafe,$$ - $$$,mid_range
2639,https://www.tripadvisor.com/Restaurants-g60713-oa2580-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2583. Metro Hong Kong Dessert,"“Great cafe' for milk tea, best place I...”","“Great cafe' for milk tea, best place I...”",40,3,Chinese,$,cheap_eats
2640,https://www.tripadvisor.com/Restaurants-g60713-oa2580-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2584. Hoy Sun Restaurant,“Takeout Dim Sum”,“Takeout Dim Sum”,40,5,Chine,,cheap_eats
2641,https://www.tripadvisor.com/Restaurants-g60713-oa2580-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2585. Donairo's Pizza,“True Pizza Experience”,“True Pizza Experience”,45,4,"Italian, Pizza",$,cheap_eats
2642,https://www.tripadvisor.com/Restaurants-g60713-oa2580-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2586. Working Girls' Cafe,“delish”,“delish”,45,4,,,cheap_eats
2643,https://www.tripadvisor.com/Restaurants-g60713-oa2580-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2587. Monarch,"“Nice place, Burlesque show”","“Nice place, Burlesque show”",45,12,B,,cheap_eats
2644,https://www.tripadvisor.com/Restaurants-g60713-oa2580-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2588. Bus Stop Pizza,“Good slices”,“Good slices”,50,3,"Italian, Pizza",$$ - $$$,mid_range
2645,https://www.tripadvisor.com/Restaurants-g60713-oa2580-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2589. Big Rec Taproom,“Brisket Reuben Bangs!”,“Brisket Reuben Bangs!”,50,2,Me,,mid_range
2646,https://www.tripadvisor.com/Restaurants-g60713-oa2580-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2590. Chopstick House,“Decent Chinese outside Chinatown. Now...”,“Decent Chinese outside Chinatown. Now...”,40,6,Chine,,mid_range
2647,https://www.tripadvisor.com/Restaurants-g60713-oa2580-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2591. Hennessy's Wines and Specialty Foods,“Hennessey's Soup fabulous!”,“Hennessey's Soup fabulous!”,50,2,,,mid_range
2648,https://www.tripadvisor.com/Restaurants-g60713-oa2580-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2592. Max's Market,“Great Breakfast but always a long wait.”,“Great Breakfast but always a long wait.”,35,16,"American, Deli",$,cheap_eats
2649,https://www.tripadvisor.com/Restaurants-g60713-oa2580-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2593. Kingza,“Omagoode”,“Omagoode”,45,3,"Japanese, Seafo",,cheap_eats
2650,https://www.tripadvisor.com/Restaurants-g60713-oa2580-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2594. Mastro's Steakhouse,“New!”,“New!”,45,2,Seafood Me,,cheap_eats
2651,https://www.tripadvisor.com/Restaurants-g60713-oa2580-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2595. The Fine Mousse,“Poor service and food and they charge...”,“Poor service and food and they charge...”,40,6,Wine Bar Me,,cheap_eats
2652,https://www.tripadvisor.com/Restaurants-g60713-oa2580-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2596. Giola Pizzaria,“Excellent brunch on Sunday”,“Excellent brunch on Sunday”,45,4,Piz,,cheap_eats
2653,https://www.tripadvisor.com/Restaurants-g60713-oa2580-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2597. New Moon Restaurant,“Meat heaven.”,“Meat heaven.”,35,8,Chinese Me,,cheap_eats
2654,https://www.tripadvisor.com/Restaurants-g60713-oa2580-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2598. Lee's Deli,“Asian Deli”,“Asian Deli”,40,4,Me,,cheap_eats
2655,https://www.tripadvisor.com/Restaurants-g60713-oa2580-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2599. Subway,“Picked up two yummy footlong subs to eat on our flight.”,“Picked up two yummy footlong subs to eat on our flight.”,45,3,"American, Deli Me",,cheap_eats
2656,https://www.tripadvisor.com/Restaurants-g60713-oa2580-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2600. Sweet Castro,“Love this place”,“Love this place”,50,3,"Turkish, Cafe",$$ - $$$,mid_range
2657,https://www.tripadvisor.com/Restaurants-g60713-oa2580-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2601. Ping Yang Thai Grill and Dessert,“Super petit resto Thaï”,“Super petit resto Thaï”,40,4,Thai,$$ - $$$,mid_range
2658,https://www.tripadvisor.com/Restaurants-g60713-oa2580-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2602. Fleur De Sel,“Best muffin ever”,“Best muffin ever”,50,3,French Me,,mid_range
2659,https://www.tripadvisor.com/Restaurants-g60713-oa2580-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2603. Tilden Cafe,"“Outstanding coffee, great service”","“Outstanding coffee, great service”",45,2,Cafe Me,,mid_range
2660,https://www.tripadvisor.com/Restaurants-g60713-oa2580-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2604. El Valenciano,“Best Italian Fusion the new destination...”,“Best Italian Fusion the new destination...”,45,3,Spani,,mid_range
2661,https://www.tripadvisor.com/Restaurants-g60713-oa2580-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2605. Tokyo Express,“Good Food”,“Good Food”,50,2,Japane,,mid_range
2662,https://www.tripadvisor.com/Restaurants-g60713-oa2580-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2606. La Mexicana Bakery,“Delicious Pan!”,“Delicious Pan!”,50,2,Mexic,,mid_range
2663,https://www.tripadvisor.com/Restaurants-g60713-oa2580-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2607. Blue Pea - Thai Bistro,“We'll Be Back!”,“We'll Be Back!”,45,3,"Thai, Fusion",$$ - $$$,mid_range
2664,https://www.tripadvisor.com/Restaurants-g60713-oa2580-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2608. Daeho,“Wonderful Korean lunch”,“Wonderful Korean lunch”,45,2,"Asian, Kore",,mid_range
2665,https://www.tripadvisor.com/Restaurants-g60713-oa2580-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2609. Public Works,“Great venue”,“Great venue”,50,2,$$ - $$,$$ - $$$,mid_range
2666,https://www.tripadvisor.com/Restaurants-g60713-oa2580-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2610. City Counter,“Tasty food and deserts”,“Tasty food and deserts”,40,5,American,$$ - $$$,mid_range
2668,https://www.tripadvisor.com/Restaurants-g60713-oa2610-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2611. Yield Wine Bar,“Pleasant surprise! it's not just wine!!”,“Pleasant surprise! it's not just wine!!”,50,4,Wine Bar,$$ - $$$,mid_range
2669,https://www.tripadvisor.com/Restaurants-g60713-oa2610-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2612. Grumpy Cafe,“delicious udon”,“delicious udon”,50,2,Me,,mid_range
2670,https://www.tripadvisor.com/Restaurants-g60713-oa2610-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2613. Wetzel's Pretzels,“Yum!”,“Yum!”,45,2,Fast Food,$,cheap_eats
2671,https://www.tripadvisor.com/Restaurants-g60713-oa2610-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2614. Dalva,“Great bar”,“Great bar”,45,4,,,cheap_eats
2672,https://www.tripadvisor.com/Restaurants-g60713-oa2610-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2615. Subway Sandwich 29398,“No surprises here- Great place for a...”,“No surprises here- Great place for a...”,50,2,,,cheap_eats
2673,https://www.tripadvisor.com/Restaurants-g60713-oa2610-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2616. Calibur,“Great burgers!!!”,“Great burgers!!!”,35,10,,,cheap_eats
2674,https://www.tripadvisor.com/Restaurants-g60713-oa2610-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2617. Subway,“Big Sandwiches”,“Big Sandwiches”,40,5,Me,,cheap_eats
2675,https://www.tripadvisor.com/Restaurants-g60713-oa2610-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2618. McDonald's,“Typical McDonalds”,“Typical McDonalds”,35,8,,$,cheap_eats
2676,https://www.tripadvisor.com/Restaurants-g60713-oa2610-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2619. Namu,“All that glitters...”,“All that glitters...”,40,13,"Asian, Korean",$$ - $$$,mid_range
2677,https://www.tripadvisor.com/Restaurants-g60713-oa2610-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2620. illy Caffe,“BUONGIORNO”,“BUONGIORNO”,40,3,Me,,mid_range
2678,https://www.tripadvisor.com/Restaurants-g60713-oa2610-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2621. i-Tea,“Bubblicious!”,“Bubblicious!”,45,2,,,mid_range
2679,https://www.tripadvisor.com/Restaurants-g60713-oa2610-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2622. Willkommen Wurst.bier.garten,“Wow. Amazing”,“Wow. Amazing”,45,2,"German, Brew P",,mid_range
2680,https://www.tripadvisor.com/Restaurants-g60713-oa2610-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2623. Hi-way Burgers,“Meat and Vegetarian Burgers”,“Meat and Vegetarian Burgers”,40,3,Din,,mid_range
2681,https://www.tripadvisor.com/Restaurants-g60713-oa2610-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2624. Sunflower Garden Authentic Vietnamese Food,“Nice Bo Bun in a typical vietnamese...”,“Nice Bo Bun in a typical vietnamese...”,45,2,Vietname,,mid_range
2682,https://www.tripadvisor.com/Restaurants-g60713-oa2610-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2625. Project Juice,“Delicious juices”,“Delicious juices”,45,2,,,mid_range
2683,https://www.tripadvisor.com/Restaurants-g60713-oa2610-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2626. Sushi Shoh,“Fantastic Sushi”,“Fantastic Sushi”,45,4,"Japanese, Sushi Me",,mid_range
2684,https://www.tripadvisor.com/Restaurants-g60713-oa2610-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2627. Roxie Market and Deli,“Deli is Yum!”,“Deli is Yum!”,45,3,,,mid_range
2685,https://www.tripadvisor.com/Restaurants-g60713-oa2610-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2628. 85C Bakery Cafe,“Great for Drinks & Pastries”,“Great for Drinks & Pastries”,40,3,Me,,mid_range
2686,https://www.tripadvisor.com/Restaurants-g60713-oa2610-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2629. Restsurant Terra Cotta,“Skip Chinatown. Come here.”,“Skip Chinatown. Come here.”,45,2,Chine,,mid_range
2687,https://www.tripadvisor.com/Restaurants-g60713-oa2610-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2630. Lapats Thai Noodles Bar,"“Really, really good.”","“Really, really good.”",45,2,,,mid_range
2688,https://www.tripadvisor.com/Restaurants-g60713-oa2610-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2631. Wetzel's Pretzels,“Great Dessert”,“Great Dessert”,45,3,Me,,mid_range
2689,https://www.tripadvisor.com/Restaurants-g60713-oa2610-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2632. Taco Los Altos,“Simple but Good”,“Simple but Good”,40,9,Mexican,$,cheap_eats
2690,https://www.tripadvisor.com/Restaurants-g60713-oa2610-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2633. Taverna Aventine,"“Good, solid neighborhood watering hole”","“Good, solid neighborhood watering hole”",40,8,$$ - $$$ Men,$$ - $$$,mid_range
2691,https://www.tripadvisor.com/Restaurants-g60713-oa2610-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2634. Fresco Pizza and Shawarma,“Pizzas were so good”,“Pizzas were so good”,35,10,"Pizza, Italian",$$ - $$$,mid_range
2692,https://www.tripadvisor.com/Restaurants-g60713-oa2610-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2635. Nile cafe san francisco,“Expensive”,“Expensive”,40,6,Ca,,mid_range
2693,https://www.tripadvisor.com/Restaurants-g60713-oa2610-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2636. Sutter Station Tavern,“It's a sports bar with food...”,“It's a sports bar with food...”,40,8,"American, P",,mid_range
2694,https://www.tripadvisor.com/Restaurants-g60713-oa2610-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2637. 7-Eleven,“Great hot dogs”,“Great hot dogs”,45,3,,,mid_range
2695,https://www.tripadvisor.com/Restaurants-g60713-oa2610-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2638. Golden State Grill,“Great Eatery in Excelsior district”,“Great Eatery in Excelsior district”,45,2,"American, Seafo",,mid_range
2696,https://www.tripadvisor.com/Restaurants-g60713-oa2610-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2639. Gott's Roadside,“Disagree with Previous Posts - well worth...”,“Disagree with Previous Posts - well worth...”,40,4,American Me,,mid_range
2697,https://www.tripadvisor.com/Restaurants-g60713-oa2610-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2640. Mauerpark,"“Great idea, still in progress”","“Great idea, still in progress”",45,2,Germ,,mid_range
2698,https://www.tripadvisor.com/Restaurants-g60713-oa2640-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,Rambler at Hotel Zeppelin,“We had the warm duck salad (huge portio...”,“We had the warm duck salad (huge portio...”,40,131,"American, Bar",$$ - $$$,mid_range
2699,https://www.tripadvisor.com/Restaurants-g60713-oa2640-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2641. Sini,“Absolutely blown away by the quality”,“Absolutely blown away by the quality”,45,2,Turkish Me,,mid_range
2700,https://www.tripadvisor.com/Restaurants-g60713-oa2640-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2642. Hardwood Bar & Smokery,"“Great ribs, local insider spot”","“Great ribs, local insider spot”",45,2,,,mid_range
2701,https://www.tripadvisor.com/Restaurants-g60713-oa2640-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2643. Philz Coffee,“Amazing!”,“Amazing!”,50,2,Cafe Me,,mid_range
2702,https://www.tripadvisor.com/Restaurants-g60713-oa2640-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2644. Half Moon Bay Inn -- Kitchen & Cocktails,“Dreamy Laid-back California”,“Dreamy Laid-back California”,45,6,American,$$ - $$$,mid_range
2703,https://www.tripadvisor.com/Restaurants-g60713-oa2640-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2645. Donuts & Things,“Lunch”,“Lunch”,45,3,,,mid_range
2704,https://www.tripadvisor.com/Restaurants-g60713-oa2640-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2646. Poke Bar,“The best poke in SF”,“The best poke in SF”,45,2,Hawaii,,mid_range
2705,https://www.tripadvisor.com/Restaurants-g60713-oa2640-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2647. Bi-Rite Cafe,“Bi-Rite at Civic Center”,“Bi-Rite at Civic Center”,45,2,International Me,,mid_range
2706,https://www.tripadvisor.com/Restaurants-g60713-oa2640-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2648. Sammy’s Aloha,“Good poke for a quick feed”,“Good poke for a quick feed”,35,9,Hawaii,,mid_range
2707,https://www.tripadvisor.com/Restaurants-g60713-oa2640-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2649. Club Waziema,“Good and cheap Ethiopian Food!!”,“Good and cheap Ethiopian Food!!”,35,7,"African, Ethiopian Me",,mid_range
2708,https://www.tripadvisor.com/Restaurants-g60713-oa2640-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2650. Minnie Bell's Soul Movement,"“Great fried chicken, mac n cheese, and...”","“Great fried chicken, mac n cheese, and...”",40,3,$$ - $$$ Men,$$ - $$$,mid_range
2709,https://www.tripadvisor.com/Restaurants-g60713-oa2640-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2651. Oriental Restaurant,“Civic Center Chinese”,“Civic Center Chinese”,35,10,Chine,,mid_range
2710,https://www.tripadvisor.com/Restaurants-g60713-oa2640-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2652. Mixt,“The Best healthy Food i have had in The US”,“The Best healthy Food i have had in The US”,45,2,"American, Healthy",$$ - $$$,mid_range
2711,https://www.tripadvisor.com/Restaurants-g60713-oa2640-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2653. Little Giant Ice Cream Shop,"“Little Giant, Big Flavour”","“Little Giant, Big Flavour”",50,2,,,mid_range
2712,https://www.tripadvisor.com/Restaurants-g60713-oa2640-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2654. Estia Restaurant,“Ordered of off GrubHub -Extremely Rude...”,“Ordered of off GrubHub -Extremely Rude...”,40,17,"Mediterranean, Greek",$$ - $$$,mid_range
2713,https://www.tripadvisor.com/Restaurants-g60713-oa2640-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2655. Sharetea,"“Generous sizes, fresh pearls, tasteless!”","“Generous sizes, fresh pearls, tasteless!”",40,5,"Asian, Taiwanese",$$ - $$$,mid_range
2714,https://www.tripadvisor.com/Restaurants-g60713-oa2640-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2656. Sweet Chinito Coffee,"“Marvelous, hefty sandwiches and...”","“Marvelous, hefty sandwiches and...”",45,2,Me,,mid_range
2715,https://www.tripadvisor.com/Restaurants-g60713-oa2640-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2657. Ganim's Deli,“Best burger ever”,“Best burger ever”,50,2,De,,mid_range
2716,https://www.tripadvisor.com/Restaurants-g60713-oa2640-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2658. Ichirin,“One of the best Japanese restaurants in...”,“One of the best Japanese restaurants in...”,45,4,Japane,,mid_range
2717,https://www.tripadvisor.com/Restaurants-g60713-oa2640-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2659. Lee's Deli,“If you are in the Mission you have to...”,“If you are in the Mission you have to...”,50,2,,,mid_range
2718,https://www.tripadvisor.com/Restaurants-g60713-oa2640-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2660. Lava Lounge,“Good drinks and ramen”,“Good drinks and ramen”,45,3,Me,,mid_range
2719,https://www.tripadvisor.com/Restaurants-g60713-oa2640-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2661. Nickies,“Really good food for a pub”,“Really good food for a pub”,40,6,,,mid_range
2720,https://www.tripadvisor.com/Restaurants-g60713-oa2640-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2662. Phat Philly,“Delicious Phillys”,“Delicious Phillys”,40,6,American Me,,mid_range
2721,https://www.tripadvisor.com/Restaurants-g60713-oa2640-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2663. San Francisco Giants Clubhouse,"“Staff are super friendly,”","“Staff are super friendly,”",30,39,American,$$ - $$$,mid_range
2722,https://www.tripadvisor.com/Restaurants-g60713-oa2640-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2664. Sushi Oyster Bar,“Part of the market on market”,“Part of the market on market”,45,3,"Seafood, Sus",,mid_range
2723,https://www.tripadvisor.com/Restaurants-g60713-oa2640-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2665. L's Caffe,“Grab a quick bite with a friend or get...”,“Grab a quick bite with a friend or get...”,45,3,,,mid_range
2724,https://www.tripadvisor.com/Restaurants-g60713-oa2640-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2666. El Taco Loco,“Oh.... My... God.... it is that good.”,“Oh.... My... God.... it is that good.”,50,2,Mexic,,mid_range
2725,https://www.tripadvisor.com/Restaurants-g60713-oa2640-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2667. Five Star Truffles and Coffee,“Go elsewhere for chocolates”,“Go elsewhere for chocolates”,40,6,Me,,mid_range
2726,https://www.tripadvisor.com/Restaurants-g60713-oa2640-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2668. Hunan Cafe 2,“LOVE This Restaurant!”,“LOVE This Restaurant!”,45,3,"Chinese, Cafe Me",,mid_range
2727,https://www.tripadvisor.com/Restaurants-g60713-oa2640-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2669. Jimmy John's,“Fast Food Tastes Good”,“Fast Food Tastes Good”,40,5,Me,,mid_range
2728,https://www.tripadvisor.com/Restaurants-g60713-oa2640-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2670. Bussaba,“Noteworthy authentic flavors”,“Noteworthy authentic flavors”,45,2,,,mid_range
2729,https://www.tripadvisor.com/Restaurants-g60713-oa2670-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,New Thai Elephant,“Really good Thai food and excellent service”,“Really good Thai food and excellent service”,40,8,Thai,$$ - $$$,mid_range
2730,https://www.tripadvisor.com/Restaurants-g60713-oa2670-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2671. Village Pizzeria,“... for pizza or pasta although the pes...”,“... for pizza or pasta although the pes...”,40,11,"Pizza, American",$$ - $$$,mid_range
2731,https://www.tripadvisor.com/Restaurants-g60713-oa2670-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2672. Win Garden Chinese Restaurant,“Wonderful Family Meal”,“Wonderful Family Meal”,45,2,,,mid_range
2732,https://www.tripadvisor.com/Restaurants-g60713-oa2670-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2673. Golden West,“Great place for a quick and tasty lunch”,“Great place for a quick and tasty lunch”,45,3,,,mid_range
2733,https://www.tripadvisor.com/Restaurants-g60713-oa2670-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2674. Cafe Mio,"“Excellent gluten-free waffles, which...”","“Excellent gluten-free waffles, which...”",45,3,"American, Ca",,mid_range
2734,https://www.tripadvisor.com/Restaurants-g60713-oa2670-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2675. Escape From New York Pizza,“Great pizza & customer service”,“Great pizza & customer service”,35,5,Pizza Me,,mid_range
2735,https://www.tripadvisor.com/Restaurants-g60713-oa2670-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2676. Sabor De San Miguel Restaurant,"“The marvelous ""haute cuisine"" of central...”","“The marvelous ""haute cuisine"" of central...”",45,2,"Guatemalan, South Americ",,mid_range
2736,https://www.tripadvisor.com/Restaurants-g60713-oa2670-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2677. Underdog - SFSU,“Great burrito”,“Great burrito”,45,2,Me,,mid_range
2737,https://www.tripadvisor.com/Restaurants-g60713-oa2670-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2678. El Cafetazo,“Very good”,“Very good”,40,4,,,mid_range
2738,https://www.tripadvisor.com/Restaurants-g60713-oa2670-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2679. Bowl'd Acai,“Very good acai”,“Very good acai”,45,2,Healt,,mid_range
2739,https://www.tripadvisor.com/Restaurants-g60713-oa2670-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2680. Beanstalk Cafe,“Vijay Kaul”,“Vijay Kaul”,45,2,Americ,,mid_range
2740,https://www.tripadvisor.com/Restaurants-g60713-oa2670-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2681. Taqueria Reina's,“Mother's Day Surprise”,“Mother's Day Surprise”,45,3,Mexic,,mid_range
2741,https://www.tripadvisor.com/Restaurants-g60713-oa2670-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2682. Split Pea Seduction,"“Great place of an excellent, quick lunch”","“Great place of an excellent, quick lunch”",40,6,Me,,mid_range
2742,https://www.tripadvisor.com/Restaurants-g60713-oa2670-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2683. Route 101,“Great local bar”,“Great local bar”,45,3,,,mid_range
2743,https://www.tripadvisor.com/Restaurants-g60713-oa2670-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2684. Poc-Chuc Restaurant,“Flavoursome just rough around the edges”,“Flavoursome just rough around the edges”,40,5,"Mexican, Latin Me",,mid_range
2744,https://www.tripadvisor.com/Restaurants-g60713-oa2670-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2685. Izumi Kaiten Sushi,"“Good service, okay selection, good food”","“Good service, okay selection, good food”",40,4,Sushi,$$ - $$$,mid_range
2745,https://www.tripadvisor.com/Restaurants-g60713-oa2670-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2686. Nizario's Pizza Valencia,“My first american Pizza”,“My first american Pizza”,35,6,Pub Me,,mid_range
2746,https://www.tripadvisor.com/Restaurants-g60713-oa2670-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2687. Sultan,“Good breakfast”,“Good breakfast”,45,6,Indi,,mid_range
2747,https://www.tripadvisor.com/Restaurants-g60713-oa2670-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2688. Spice Kit,“Great Vegetarian Options”,“Great Vegetarian Options”,45,3,"Asian, Korean Me",,mid_range
2748,https://www.tripadvisor.com/Restaurants-g60713-oa2670-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,"2689. Elixiria, Fountain of Paradise",“Best smoothies and granola bars!”,“Best smoothies and granola bars!”,50,2,Healt,,mid_range
2749,https://www.tripadvisor.com/Restaurants-g60713-oa2670-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2690. Fort Point Beer Company,“Beer and Buzz”,“Beer and Buzz”,45,2,,,mid_range
2750,https://www.tripadvisor.com/Restaurants-g60713-oa2670-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2691. Mixt,“Modern salad fare for the discriminating...”,“Modern salad fare for the discriminating...”,40,4,"American, Healthy Me",,mid_range
2751,https://www.tripadvisor.com/Restaurants-g60713-oa2670-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2692. Javalencia Cafe,“I agree totally”,“I agree totally”,50,2,,,mid_range
2752,https://www.tripadvisor.com/Restaurants-g60713-oa2670-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2693. SF Wraps,“Small but elegant”,“Small but elegant”,45,2,,,mid_range
2753,https://www.tripadvisor.com/Restaurants-g60713-oa2670-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2694. Gochees Pizza,"“Nice crispy crust pizza , great value”","“Nice crispy crust pizza , great value”",35,6,"Pizza, Cafe Me",,mid_range
